id,region,depth,substrate_type,structural_complexity,water_temperature,salinity,light_availability,coral_cover,algal_cover,marine_protection_status,proximity_to_human_activity,species_Porites,species_Favia,species_Stylophora,species_Acropora,species_Goniastrea,species_Montipora,species_Pocillopora,species_Montastraea,species_Orbicella,species_Siderastrea,species_Fungia
8167,Caribbean,18.5,Coralline,0.52,26.5,35.8,Medium,57.3,23.7,MPA,34.8,0,0,0,0,0,0,0,1,1,0,0
8168,Caribbean,11.3,Coralline,0.67,27.8,34.6,Medium,56.4,17.6,Unprotected,28.5,1,0,0,0,0,0,0,1,1,0,0
8169,Caribbean,10.1,Coralline,0.76,25.8,35.6,Medium,65.0,8.1,Unprotected,25.0,1,0,0,0,0,0,0,1,0,1,0
8170,Great Barrier Reef,15.3,Sandy,0.68,25.5,35.2,Medium,54.6,12.4,Unprotected,95.1,1,0,0,0,1,0,0,0,0,0,0
8171,Great Barrier Reef,5.8,Sandy,0.85,27.1,34.1,High,75.5,21.1,MPA,92.0,1,0,0,1,1,0,0,0,0,0,0
8172,Great Barrier Reef,23.5,Coralline,0.86,25.2,34.7,Low,71.3,24.0,MPA,64.4,1,0,0,0,1,1,0,0,0,0,0
8173,Coral Triangle,17.1,Rocky,0.6,30.3,34.2,Medium,54.2,5.2,Unprotected,30.8,1,0,0,1,0,0,0,0,0,0,0
8174,Coral Triangle,39.9,Sandy,0.71,27.5,34.0,Low,60.3,13.8,Unprotected,14.6,1,0,0,0,0,0,1,0,0,0,0
8175,Red Sea,8.5,Rocky,0.85,30.0,40.6,High,69.8,29.0,MPA,41.7,0,1,1,1,0,0,0,0,0,0,0
8176,Red Sea,10.7,Rocky,0.62,27.0,39.9,Medium,63.3,19.5,MPA,69.6,1,0,1,0,0,0,0,0,0,0,0
8177,Caribbean,18.6,Rubble,0.78,27.0,34.7,Medium,62.8,16.8,MPA,51.1,1,0,0,0,0,0,0,0,0,1,0
8178,Coral Triangle,11.8,Sandy,0.84,29.0,33.9,Medium,57.8,9.4,MPA,64.8,1,0,0,0,0,0,1,0,0,0,1
8179,Coral Triangle,15.6,Rubble,0.74,27.4,34.8,Medium,62.6,15.2,Unprotected,36.9,1,0,0,0,0,0,0,0,0,0,1
8180,Caribbean,16.4,Coralline,0.51,27.2,34.8,Medium,50.5,23.0,Unprotected,6.7,1,0,0,0,0,0,0,0,0,0,0
8181,Coral Triangle,31.0,Rubble,0.53,30.5,33.8,Low,50.8,11.5,Unprotected,6.3,1,0,0,0,0,0,0,0,0,0,1
8182,Coral Triangle,20.1,Sandy,0.94,30.6,33.6,Low,63.9,16.1,Unprotected,21.5,1,0,0,0,0,0,0,0,0,0,1
8183,Coral Triangle,20.4,Sandy,0.62,28.9,34.3,Low,46.4,14.0,Unprotected,22.3,1,0,0,0,0,0,0,0,0,0,1
8184,Caribbean,9.8,Coralline,0.62,25.6,35.1,High,63.4,19.4,Unprotected,7.7,0,0,0,0,0,0,0,1,1,1,0
8185,Caribbean,4.4,Silty,0.57,27.5,34.6,High,62.3,21.7,MPA,51.1,0,0,0,0,0,0,0,1,0,1,0
8186,Great Barrier Reef,13.8,Sandy,0.63,25.7,34.4,Medium,65.2,8.0,Unprotected,68.0,1,0,0,0,1,0,0,0,0,0,0
8187,Caribbean,21.9,Coralline,0.45,27.6,36.0,Low,52.3,7.2,Unprotected,6.4,0,0,0,0,0,0,0,0,1,1,0
8188,Coral Triangle,9.3,Rocky,0.78,30.3,34.6,High,65.3,22.3,Unprotected,32.8,0,0,0,1,0,0,1,0,0,0,1
8189,Red Sea,7.5,Rubble,0.84,27.6,40.3,High,62.0,23.3,MPA,39.0,1,0,1,1,0,0,0,0,0,0,0
8190,Red Sea,14.3,Rubble,0.67,27.8,40.9,Medium,61.0,18.3,Unprotected,42.5,1,1,0,0,0,0,0,0,0,0,0
8191,Caribbean,22.3,Coralline,0.7,27.3,35.9,Low,66.3,7.6,MPA,19.1,1,0,0,0,0,0,0,1,0,0,0
8192,Great Barrier Reef,25.2,Sandy,0.8,24.8,34.6,Low,58.6,9.3,MPA,145.8,1,0,0,0,1,1,0,0,0,0,0
8193,Coral Triangle,15.1,Sandy,0.63,29.5,34.0,Medium,54.9,17.7,Unprotected,23.2,1,0,0,0,0,0,0,0,0,0,1
8194,Red Sea,19.4,Sandy,0.61,27.0,40.4,Medium,59.7,27.2,MPA,11.4,1,1,1,0,0,0,0,0,0,0,0
8195,Coral Triangle,27.5,Rocky,0.61,29.9,33.6,Low,53.2,25.3,MPA,58.0,1,0,0,1,0,0,0,0,0,0,1
8196,Red Sea,29.6,Sandy,0.84,27.7,40.6,Low,60.0,5.5,MPA,55.6,1,1,1,0,0,0,0,0,0,0,0
8197,Coral Triangle,38.5,Sandy,0.5,29.1,34.9,Low,60.5,15.2,Unprotected,5.0,1,0,0,0,0,0,0,0,0,0,1
8198,Coral Triangle,3.6,Rocky,0.92,27.8,34.1,High,57.9,26.9,MPA,63.5,0,0,0,1,0,0,0,0,0,0,1
8199,Great Barrier Reef,34.8,Coralline,0.7,26.9,34.5,Low,56.0,17.5,MPA,113.5,1,0,0,0,1,0,0,0,0,0,0
8200,Great Barrier Reef,3.4,Sandy,0.79,26.9,35.1,High,62.9,13.0,MPA,136.8,0,0,0,1,1,1,0,0,0,0,0
8201,Caribbean,10.5,Rubble,0.48,25.9,35.1,Medium,57.2,20.3,Unprotected,14.0,1,0,0,0,0,0,0,0,0,0,0
8202,Caribbean,19.9,Coralline,0.79,27.4,35.3,Medium,59.3,21.0,MPA,12.5,0,0,0,0,0,0,0,1,1,1,0
8203,Red Sea,23.9,Sandy,0.6,29.3,40.6,Low,59.3,25.6,Unprotected,4.3,1,0,1,0,0,0,0,0,0,0,0
8204,Red Sea,6.9,Rubble,0.71,26.7,40.1,High,69.2,27.5,Unprotected,47.9,0,1,0,1,0,0,0,0,0,0,0
8205,Red Sea,27.3,Sandy,0.68,29.3,39.1,Low,67.7,10.2,Unprotected,38.3,1,0,1,0,0,0,0,0,0,0,0
8206,Red Sea,26.9,Rocky,0.6,29.6,39.8,Low,60.2,17.2,Unprotected,20.0,0,1,0,1,0,0,0,0,0,0,0
8207,Coral Triangle,9.4,Rocky,0.74,28.5,34.9,High,66.5,8.0,Unprotected,34.0,1,0,0,1,0,0,1,0,0,0,0
8208,Red Sea,15.1,Sandy,0.85,26.0,41.0,Medium,68.0,28.2,Unprotected,21.1,1,0,1,0,0,0,0,0,0,0,0
8209,Caribbean,5.8,Coralline,0.44,29.0,34.7,High,69.7,5.3,MPA,12.6,1,0,0,0,0,0,0,1,0,0,0
8210,Red Sea,13.3,Rubble,0.84,28.9,39.9,Medium,62.0,18.8,MPA,21.7,0,1,1,0,0,0,0,0,0,0,0
8211,Great Barrier Reef,30.4,Rocky,0.92,24.0,34.7,Low,58.7,8.3,Unprotected,86.2,1,0,0,0,1,1,0,0,0,0,0
8212,Great Barrier Reef,33.3,Sandy,0.87,25.2,34.1,Low,57.2,14.4,Unprotected,44.6,1,0,0,1,0,1,0,0,0,0,0
8213,Great Barrier Reef,12.6,Sandy,0.66,26.2,34.0,Medium,57.1,28.9,Unprotected,23.4,1,0,0,0,1,0,0,0,0,0,0
8214,Caribbean,3.2,Coralline,0.69,28.3,35.3,High,72.8,27.2,MPA,34.5,0,0,0,0,0,0,0,0,1,1,0
8215,Caribbean,13.7,Coralline,0.73,28.7,35.9,Medium,67.3,12.2,Unprotected,27.3,0,0,0,0,0,0,0,1,1,0,0
8216,Great Barrier Reef,22.1,Rocky,0.63,24.5,35.4,Low,68.1,21.8,MPA,82.4,1,0,0,0,0,1,0,0,0,0,0
8217,Red Sea,7.4,Rocky,0.5,27.2,40.5,High,63.0,9.3,Unprotected,45.2,0,1,1,1,0,0,0,0,0,0,0
8218,Great Barrier Reef,35.0,Sandy,0.86,28.3,35.1,Low,60.3,27.1,Unprotected,63.2,1,0,0,0,0,0,0,0,0,0,0
8219,Red Sea,11.7,Rubble,0.59,28.0,40.1,Medium,58.6,10.4,Unprotected,19.5,1,0,0,0,0,0,0,0,0,0,0
8220,Coral Triangle,34.0,Rocky,0.81,30.2,33.8,Low,42.0,13.2,Unprotected,38.0,1,0,0,0,0,0,1,0,0,0,0
8221,Red Sea,10.2,Sandy,0.56,28.3,40.0,Medium,60.7,25.1,Unprotected,49.9,1,1,0,0,0,0,0,0,0,0,0
8222,Great Barrier Reef,33.2,Rocky,0.89,27.2,34.1,Low,61.8,12.5,MPA,146.4,1,0,0,0,1,1,0,0,0,0,0
8223,Great Barrier Reef,9.2,Sandy,0.85,24.2,34.4,High,84.5,15.5,MPA,79.0,0,0,0,1,1,0,0,0,0,0,0
8224,Caribbean,15.8,Silty,0.78,25.9,35.1,Medium,60.9,17.2,Unprotected,28.5,1,0,0,0,0,0,0,0,0,1,0
8225,Red Sea,7.3,Rocky,0.9,26.5,39.2,High,64.8,14.2,Unprotected,33.6,1,0,0,1,0,0,0,0,0,0,0
8226,Red Sea,24.1,Sandy,0.59,29.5,39.9,Low,55.1,8.2,Unprotected,32.2,1,0,0,0,0,0,0,0,0,0,0
8227,Coral Triangle,16.1,Rocky,0.68,29.3,35.0,Medium,66.5,17.3,Unprotected,5.5,1,0,0,0,0,0,1,0,0,0,0
8228,Great Barrier Reef,8.5,Sandy,0.81,25.1,35.2,High,51.9,29.2,Unprotected,80.0,0,0,0,1,0,0,0,0,0,0,0
8229,Great Barrier Reef,6.8,Sandy,0.94,24.4,34.1,High,74.9,25.1,Unprotected,25.5,0,0,0,1,1,0,0,0,0,0,0
8230,Coral Triangle,5.6,Rubble,0.77,28.2,34.4,High,62.1,15.5,Unprotected,26.1,0,0,0,1,0,0,0,0,0,0,0
8231,Coral Triangle,25.2,Rocky,0.5,30.2,33.5,Low,50.6,12.3,Unprotected,27.0,0,0,0,1,0,0,0,0,0,0,1
8232,Caribbean,14.0,Silty,0.68,28.4,34.9,Medium,57.3,19.8,Unprotected,17.6,1,0,0,0,0,0,0,0,1,1,0
8233,Red Sea,22.7,Rubble,0.82,27.9,40.6,Low,54.3,24.3,Unprotected,31.9,0,1,0,1,0,0,0,0,0,0,0
8234,Caribbean,3.8,Rubble,0.74,25.6,34.5,High,68.9,19.1,Unprotected,26.7,0,0,0,0,0,0,0,1,0,1,0
8235,Caribbean,24.2,Coralline,0.73,28.6,34.6,Low,55.9,9.4,MPA,59.7,1,0,0,0,0,0,0,1,0,0,0
8236,Great Barrier Reef,3.4,Rocky,0.86,28.3,35.1,High,82.6,10.8,MPA,132.2,0,0,0,1,1,1,0,0,0,0,0
8237,Coral Triangle,15.3,Rubble,0.58,29.6,34.6,Medium,46.8,14.6,Unprotected,25.8,1,0,0,0,0,0,1,0,0,0,0
8238,Coral Triangle,3.6,Sandy,0.59,30.7,34.5,High,64.6,29.5,Unprotected,29.9,1,0,0,1,0,0,0,0,0,0,1
8239,Great Barrier Reef,12.5,Coralline,0.82,24.5,34.6,Medium,72.9,16.4,MPA,44.8,0,0,0,1,1,0,0,0,0,0,0
8240,Red Sea,5.6,Sandy,0.85,28.7,39.8,High,62.8,8.5,Unprotected,24.0,0,1,1,1,0,0,0,0,0,0,0
8241,Coral Triangle,32.7,Rocky,0.72,28.3,34.1,Low,50.4,6.4,Unprotected,11.5,1,0,0,1,0,0,0,0,0,0,0
8242,Red Sea,11.9,Sandy,0.55,26.6,40.1,Medium,68.3,11.3,MPA,22.7,1,1,0,0,0,0,0,0,0,0,0
8243,Red Sea,23.3,Rubble,0.72,27.6,40.2,Low,47.0,27.6,Unprotected,48.4,0,1,1,0,0,0,0,0,0,0,0
8244,Red Sea,13.9,Rocky,0.85,27.2,39.5,Medium,60.0,26.1,MPA,21.1,1,0,1,0,0,0,0,0,0,0,0
8245,Great Barrier Reef,10.4,Rocky,0.89,26.6,35.0,Medium,69.4,6.0,MPA,137.5,1,0,0,0,0,0,0,0,0,0,0
8246,Caribbean,8.7,Coralline,0.73,28.7,35.8,High,68.7,23.6,Unprotected,7.8,0,0,0,0,0,0,0,1,0,0,0
8247,Coral Triangle,32.7,Rocky,0.93,27.8,33.5,Low,61.2,8.9,Unprotected,27.8,1,0,0,0,0,0,0,0,0,0,0
8248,Red Sea,12.7,Sandy,0.84,28.6,41.0,Medium,62.6,7.4,Unprotected,28.0,1,1,0,1,0,0,0,0,0,0,0
8249,Red Sea,5.7,Rubble,0.61,28.0,40.0,High,67.3,25.0,Unprotected,3.8,0,0,1,1,0,0,0,0,0,0,0
8250,Great Barrier Reef,20.6,Coralline,0.7,24.5,34.0,Low,65.5,16.9,MPA,109.0,1,0,0,1,0,0,0,0,0,0,0
8251,Red Sea,20.5,Sandy,0.87,29.0,39.0,Low,58.3,19.8,Unprotected,4.0,1,1,0,0,0,0,0,0,0,0,0
8252,Red Sea,11.2,Rocky,0.59,28.0,40.1,Medium,71.0,23.0,MPA,29.2,1,1,0,0,0,0,0,0,0,0,0
8253,Coral Triangle,32.9,Sandy,0.81,27.8,34.6,Low,70.2,6.0,Unprotected,4.5,1,0,0,0,0,0,0,0,0,0,1
8254,Great Barrier Reef,11.5,Rocky,0.85,24.9,34.7,Medium,59.8,17.7,Unprotected,79.9,1,0,0,0,0,1,0,0,0,0,0
8255,Caribbean,14.4,Coralline,0.52,26.4,35.0,Medium,66.6,25.6,Unprotected,7.8,1,0,0,0,0,0,0,0,0,1,0
8256,Great Barrier Reef,25.0,Sandy,0.81,27.5,34.9,Low,62.8,6.7,MPA,84.4,1,0,0,1,0,0,0,0,0,0,0
8257,Great Barrier Reef,20.3,Rocky,0.84,28.5,34.2,Low,61.5,27.4,Unprotected,59.4,0,0,0,1,0,1,0,0,0,0,0
8258,Great Barrier Reef,5.9,Coralline,0.95,26.2,34.5,High,75.1,24.9,Unprotected,87.7,0,0,0,1,1,1,0,0,0,0,0
8259,Coral Triangle,6.5,Rocky,0.76,28.4,34.4,High,76.2,11.3,Unprotected,10.6,0,0,0,1,0,0,1,0,0,0,0
8260,Caribbean,7.0,Coralline,0.55,27.0,35.7,High,68.2,27.2,Unprotected,9.2,0,0,0,0,0,0,0,1,1,1,0
8261,Red Sea,15.6,Rocky,0.81,27.9,40.2,Medium,62.9,11.2,Unprotected,43.6,1,1,0,0,0,0,0,0,0,0,0
8262,Caribbean,12.5,Coralline,0.77,25.9,35.3,Medium,58.7,20.1,Unprotected,16.0,1,0,0,0,0,0,0,1,0,1,0
8263,Coral Triangle,39.3,Rubble,0.53,27.4,33.7,Low,46.8,16.5,Unprotected,35.2,1,0,0,0,0,0,0,0,0,0,0
8264,Coral Triangle,27.9,Sandy,0.52,29.8,34.4,Low,50.2,29.1,Unprotected,28.9,1,0,0,0,0,0,1,0,0,0,0
8265,Coral Triangle,12.9,Sandy,0.56,27.8,34.1,Medium,64.5,22.2,MPA,50.2,1,0,0,1,0,0,0,0,0,0,1
8266,Caribbean,22.6,Silty,0.54,25.1,35.9,Low,53.6,24.4,Unprotected,3.7,0,0,0,0,0,0,0,0,0,1,0
8267,Red Sea,24.0,Sandy,0.51,27.1,40.7,Low,56.6,22.3,MPA,72.7,1,0,0,0,0,0,0,0,0,0,0
8268,Great Barrier Reef,13.7,Rocky,0.63,25.1,34.9,Medium,61.6,25.8,Unprotected,39.3,1,0,0,1,0,0,0,0,0,0,0
8269,Red Sea,13.2,Rocky,0.87,29.7,39.0,Medium,56.9,12.2,MPA,71.8,1,1,0,1,0,0,0,0,0,0,0
8270,Caribbean,10.6,Silty,0.54,26.5,34.6,Medium,59.6,29.8,Unprotected,8.2,0,0,0,0,0,0,0,1,0,0,0
8271,Coral Triangle,30.7,Rocky,0.94,30.5,34.3,Low,69.4,16.3,Unprotected,2.7,1,0,0,1,0,0,1,0,0,0,0
8272,Red Sea,10.6,Rubble,0.87,28.0,39.6,Medium,59.9,8.3,MPA,39.4,1,0,1,0,0,0,0,0,0,0,0
8273,Coral Triangle,28.2,Rocky,0.85,29.1,34.3,Low,53.0,25.2,Unprotected,19.9,0,0,0,1,0,0,0,0,0,0,1
8274,Great Barrier Reef,23.3,Rocky,0.62,26.9,34.7,Low,55.4,20.5,MPA,83.4,1,0,0,0,1,0,0,0,0,0,0
8275,Caribbean,16.8,Rubble,0.58,27.8,35.2,Medium,57.2,22.5,Unprotected,8.5,0,0,0,0,0,0,0,1,0,0,0
8276,Caribbean,23.2,Silty,0.8,27.8,35.0,Low,58.9,11.6,MPA,52.5,1,0,0,0,0,0,0,1,1,0,0
8277,Coral Triangle,1.1,Rocky,0.59,29.0,34.9,High,73.7,19.2,MPA,61.5,0,0,0,1,0,0,0,0,0,0,0
8278,Great Barrier Reef,15.4,Sandy,0.62,25.5,34.5,Medium,59.1,16.1,Unprotected,66.8,1,0,0,1,0,0,0,0,0,0,0
8279,Coral Triangle,24.3,Rocky,0.92,27.1,34.5,Low,59.1,8.6,MPA,42.8,1,0,0,0,0,0,1,0,0,0,0
8280,Coral Triangle,1.3,Rubble,0.65,29.3,34.5,High,81.6,18.4,MPA,56.7,1,0,0,1,0,0,1,0,0,0,0
8281,Coral Triangle,37.4,Rubble,0.55,29.8,34.4,Low,52.6,13.6,Unprotected,37.8,1,0,0,0,0,0,1,0,0,0,0
8282,Red Sea,24.4,Sandy,0.88,26.5,39.4,Low,65.3,15.1,MPA,79.2,1,1,1,0,0,0,0,0,0,0,0
8283,Great Barrier Reef,2.2,Rocky,0.93,24.5,34.1,High,74.5,12.4,MPA,50.5,0,0,0,1,0,0,0,0,0,0,0
8284,Great Barrier Reef,12.4,Sandy,0.65,27.1,34.6,Medium,53.5,17.3,MPA,79.3,1,0,0,0,0,0,0,0,0,0,0
8285,Caribbean,12.3,Rubble,0.63,28.3,35.4,Medium,46.8,13.7,Unprotected,16.5,1,0,0,0,0,0,0,0,0,0,0
8286,Red Sea,12.6,Rocky,0.54,26.9,40.8,Medium,70.8,24.7,MPA,77.3,0,1,1,0,0,0,0,0,0,0,0
8287,Coral Triangle,13.5,Rubble,0.54,30.0,33.6,Medium,49.9,6.4,Unprotected,26.0,1,0,0,0,0,0,0,0,0,0,0
8288,Caribbean,13.7,Rubble,0.61,28.0,34.6,Medium,49.5,8.5,Unprotected,25.8,1,0,0,0,0,0,0,0,1,0,0
8289,Caribbean,10.6,Silty,0.79,25.6,35.4,Medium,57.2,18.5,Unprotected,9.3,0,0,0,0,0,0,0,1,1,1,0
8290,Red Sea,8.4,Sandy,0.68,29.8,40.2,High,62.1,22.2,Unprotected,46.4,0,1,0,1,0,0,0,0,0,0,0
8291,Red Sea,18.6,Rubble,0.52,28.5,39.2,Medium,64.9,23.2,MPA,26.2,1,1,1,0,0,0,0,0,0,0,0
8292,Great Barrier Reef,25.3,Sandy,0.91,25.5,34.4,Low,54.1,24.5,MPA,50.3,1,0,0,0,0,0,0,0,0,0,0
8293,Great Barrier Reef,33.5,Sandy,0.76,24.6,35.0,Low,63.5,29.4,MPA,32.7,1,0,0,1,0,0,0,0,0,0,0
8294,Red Sea,24.3,Sandy,0.84,27.8,40.0,Low,57.9,14.3,Unprotected,41.0,0,1,1,0,0,0,0,0,0,0,0
8295,Coral Triangle,27.8,Rocky,0.68,29.6,34.5,Low,57.0,26.5,Unprotected,26.4,1,0,0,0,0,0,1,0,0,0,0
8296,Caribbean,20.0,Coralline,0.4,27.2,35.7,Low,55.4,22.5,MPA,26.8,1,0,0,0,0,0,0,0,0,1,0
8297,Coral Triangle,22.1,Sandy,0.65,30.7,34.5,Low,61.8,25.6,MPA,22.3,1,0,0,0,0,0,1,0,0,0,1
8298,Coral Triangle,16.1,Sandy,0.75,31.0,33.7,Medium,55.8,5.2,Unprotected,28.0,1,0,0,0,0,0,1,0,0,0,0
8299,Red Sea,23.7,Rubble,0.88,26.3,39.2,Low,65.0,10.2,Unprotected,42.5,0,1,0,1,0,0,0,0,0,0,0
8300,Coral Triangle,15.1,Sandy,0.75,27.8,34.6,Medium,61.1,22.2,Unprotected,35.5,1,0,0,0,0,0,1,0,0,0,0
8301,Great Barrier Reef,21.2,Sandy,0.67,27.8,34.4,Low,48.1,22.4,Unprotected,50.2,1,0,0,0,1,0,0,0,0,0,0
8302,Coral Triangle,33.7,Sandy,0.51,29.3,33.5,Low,57.2,11.1,Unprotected,29.4,1,0,0,0,0,0,1,0,0,0,0
8303,Great Barrier Reef,14.6,Rocky,0.78,24.9,34.0,Medium,60.9,9.6,Unprotected,45.7,1,0,0,1,0,0,0,0,0,0,0
8304,Red Sea,27.5,Sandy,0.55,28.6,40.3,Low,46.5,15.1,MPA,38.4,0,1,1,1,0,0,0,0,0,0,0
8305,Great Barrier Reef,21.2,Sandy,0.8,28.2,35.2,Low,60.5,24.4,MPA,91.5,1,0,0,0,1,0,0,0,0,0,0
8306,Great Barrier Reef,13.4,Sandy,0.76,27.2,34.7,Medium,68.0,21.3,MPA,139.2,1,0,0,0,0,1,0,0,0,0,0
8307,Great Barrier Reef,3.0,Rocky,0.79,27.1,34.9,High,71.0,19.4,MPA,139.4,0,0,0,1,1,1,0,0,0,0,0
8308,Caribbean,16.8,Rubble,0.64,28.3,35.0,Medium,59.1,23.0,Unprotected,10.5,1,0,0,0,0,0,0,0,1,1,0
8309,Red Sea,28.9,Rocky,0.88,27.0,40.5,Low,61.2,29.6,Unprotected,39.9,1,1,1,0,0,0,0,0,0,0,0
8310,Red Sea,28.0,Sandy,0.83,26.7,40.0,Low,63.8,28.6,Unprotected,49.1,0,0,0,1,0,0,0,0,0,0,0
8311,Coral Triangle,12.2,Rubble,0.88,28.5,34.2,Medium,56.2,20.4,Unprotected,38.6,1,0,0,0,0,0,0,0,0,0,1
8312,Caribbean,6.7,Silty,0.64,28.5,35.7,High,65.1,27.7,Unprotected,9.3,1,0,0,0,0,0,0,1,0,1,0
8313,Red Sea,16.7,Rubble,0.62,26.4,39.7,Medium,47.4,18.5,Unprotected,5.7,0,1,0,1,0,0,0,0,0,0,0
8314,Caribbean,13.7,Rubble,0.41,26.1,36.0,Medium,62.0,26.9,Unprotected,7.1,1,0,0,0,0,0,0,0,0,1,0
8315,Caribbean,18.9,Rubble,0.62,28.9,34.6,Medium,53.2,24.0,Unprotected,5.9,0,0,0,0,0,0,0,1,0,1,0
8316,Great Barrier Reef,15.5,Sandy,0.94,26.9,34.0,Medium,68.8,24.9,MPA,100.7,1,0,0,0,0,1,0,0,0,0,0
8317,Red Sea,25.1,Sandy,0.69,28.9,39.8,Low,54.3,28.7,Unprotected,7.8,0,1,1,0,0,0,0,0,0,0,0
8318,Red Sea,21.6,Rubble,0.54,27.6,39.7,Low,57.4,21.0,MPA,70.9,1,1,0,0,0,0,0,0,0,0,0
8319,Red Sea,28.5,Rocky,0.81,26.9,39.5,Low,63.7,20.1,MPA,73.7,0,1,1,0,0,0,0,0,0,0,0
8320,Great Barrier Reef,7.1,Sandy,0.87,27.6,35.4,High,62.0,29.6,Unprotected,13.8,1,0,0,1,0,1,0,0,0,0,0
8321,Red Sea,10.2,Sandy,0.85,26.2,39.2,Medium,66.9,19.1,MPA,72.8,1,0,1,0,0,0,0,0,0,0,0
8322,Red Sea,19.9,Rocky,0.85,26.1,40.5,Medium,61.5,12.5,Unprotected,21.7,1,1,1,0,0,0,0,0,0,0,0
8323,Great Barrier Reef,2.0,Rocky,0.79,24.5,34.5,High,81.5,18.5,Unprotected,44.1,0,0,0,1,0,0,0,0,0,0,0
8324,Caribbean,19.3,Rubble,0.48,28.4,35.8,Medium,58.5,9.9,Unprotected,2.1,1,0,0,0,0,0,0,0,0,1,0
8325,Coral Triangle,30.0,Sandy,0.53,30.9,34.8,Low,55.0,14.5,Unprotected,19.7,1,0,0,0,0,0,0,0,0,0,0
8326,Great Barrier Reef,15.0,Sandy,0.62,26.5,34.6,Medium,62.8,21.4,MPA,112.4,1,0,0,0,1,0,0,0,0,0,0
8327,Coral Triangle,2.5,Sandy,0.93,29.7,34.4,High,70.1,11.4,Unprotected,36.8,0,0,0,1,0,0,1,0,0,0,0
8328,Great Barrier Reef,9.9,Rocky,0.95,26.2,34.1,High,67.0,5.3,Unprotected,23.0,0,0,0,1,1,0,0,0,0,0,0
8329,Red Sea,9.6,Rocky,0.83,28.5,41.0,High,77.6,6.7,MPA,63.4,0,1,1,1,0,0,0,0,0,0,0
8330,Red Sea,20.1,Sandy,0.86,28.2,39.5,Low,61.2,16.2,MPA,67.2,1,1,1,0,0,0,0,0,0,0,0
8331,Great Barrier Reef,24.6,Rocky,0.66,28.4,35.1,Low,64.4,20.3,MPA,133.0,1,0,0,0,1,1,0,0,0,0,0
8332,Red Sea,7.8,Rubble,0.86,26.6,39.2,High,73.5,22.5,MPA,25.0,0,1,1,1,0,0,0,0,0,0,0
8333,Coral Triangle,36.4,Sandy,0.94,29.8,34.7,Low,56.8,12.5,Unprotected,6.3,1,0,0,0,0,0,1,0,0,0,0
8334,Red Sea,14.8,Rocky,0.61,29.5,39.4,Medium,59.1,27.1,Unprotected,23.6,1,1,0,0,0,0,0,0,0,0,0
8335,Great Barrier Reef,8.1,Sandy,0.88,25.1,35.0,High,72.0,23.9,MPA,146.3,0,0,0,1,0,0,0,0,0,0,0
8336,Coral Triangle,32.4,Rocky,0.82,29.3,34.0,Low,60.7,9.6,MPA,9.2,1,0,0,1,0,0,0,0,0,0,0
8337,Caribbean,24.9,Coralline,0.8,27.0,35.1,Low,57.2,13.3,Unprotected,26.2,0,0,0,0,0,0,0,0,1,1,0
8338,Caribbean,14.5,Coralline,0.58,25.1,35.9,Medium,69.7,29.2,MPA,27.1,1,0,0,0,0,0,0,0,1,0,0
8339,Coral Triangle,8.4,Rocky,0.58,28.1,34.4,High,64.0,9.2,Unprotected,35.8,0,0,0,1,0,0,0,0,0,0,0
8340,Red Sea,27.6,Sandy,0.7,28.7,39.3,Low,59.2,19.7,Unprotected,31.1,0,1,1,0,0,0,0,0,0,0,0
8341,Red Sea,25.2,Rubble,0.85,27.9,39.1,Low,61.9,11.7,Unprotected,6.6,1,0,1,0,0,0,0,0,0,0,0
8342,Great Barrier Reef,5.9,Coralline,0.66,28.3,35.4,High,72.1,27.1,MPA,76.1,0,0,0,0,1,1,0,0,0,0,0
8343,Great Barrier Reef,31.6,Sandy,0.71,26.9,34.1,Low,57.5,24.4,MPA,145.3,1,0,0,0,0,1,0,0,0,0,0
8344,Red Sea,21.6,Sandy,0.89,29.0,40.5,Low,60.3,25.7,Unprotected,25.8,0,1,1,0,0,0,0,0,0,0,0
8345,Red Sea,26.6,Rubble,0.87,28.9,39.8,Low,57.8,14.3,Unprotected,5.5,1,0,1,0,0,0,0,0,0,0,0
8346,Red Sea,10.8,Rubble,0.68,29.5,40.8,Medium,69.3,17.8,Unprotected,45.7,1,0,1,0,0,0,0,0,0,0,0
8347,Caribbean,15.9,Silty,0.76,28.2,34.8,Medium,50.7,11.6,Unprotected,15.2,1,0,0,0,0,0,0,1,0,0,0
8348,Great Barrier Reef,7.7,Sandy,0.67,27.9,34.1,High,71.0,11.1,Unprotected,52.6,0,0,0,1,0,1,0,0,0,0,0
8349,Coral Triangle,9.9,Rubble,0.68,29.9,35.0,High,62.6,24.8,Unprotected,35.9,0,0,0,0,0,0,1,0,0,0,1
8350,Great Barrier Reef,10.0,Sandy,0.67,28.3,35.0,Medium,66.6,26.4,Unprotected,19.7,1,0,0,0,0,1,0,0,0,0,0
8351,Coral Triangle,39.5,Sandy,0.78,27.8,34.0,Low,55.0,11.6,Unprotected,36.4,1,0,0,0,0,0,0,0,0,0,1
8352,Coral Triangle,5.7,Rubble,0.84,27.3,34.1,High,69.9,20.5,MPA,21.8,0,0,0,1,0,0,1,0,0,0,1
8353,Red Sea,24.7,Rocky,0.6,26.9,39.5,Low,57.1,7.2,MPA,71.8,1,0,0,1,0,0,0,0,0,0,0
